Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
UK,2015,Malaria,Autoimmune,0.39,14.33,7.32,19-35,Other,552280,55.11,1.98,8.6,Therapy,24151,No,93.49,1353,3.52,16781,0.88,35.89
Italy,2012,Cholera,Infectious,19.33,6.3,8.84,61+,Female,723717,86.15,1.37,1.87,Therapy,4065,No,61.83,1758,0.79,6097,0.53,36.5
Indonesia,2019,Cancer,Metabolic,9.8,9.27,0.2,19-35,Other,979593,89.33,0.82,6.75,Medication,33650,No,60.62,4858,2.53,38013,0.77,35.21
Nigeria,2001,Dengue,Bacterial,3.64,2.88,7.7,19-35,Female,855290,61.13,4.16,5.5,Vaccination,31962,No,83.2,4756,2.9,55548,0.86,73.53
Russia,2019,COVID-19,Viral,10.66,7.03,1.13,61+,Other,144350,98.57,2.03,9.85,Medication,35675,Yes,90.85,3795,7.71,69915,0.48,77.4
Mexico,2021,Diabetes,Infectious,1.88,3.13,9.21,0-18,Other,137113,81.01,2.23,7.11,Surgery,44874,Yes,66.01,2727,1.09,31020,0.82,80.86
India,2011,COVID-19,Neurological,3.98,1.0,5.22,36-60,Male,716398,68.12,1.09,1.17,Medication,18908,Yes,64.08,4013,0.94,99018,0.78,78.87
Japan,2023,Cholera,Neurological,10.62,9.55,9.02,61+,Other,625382,56.96,3.06,4.54,Surgery,17890,No,69.08,2366,7.86,22294,0.42,56.76
UK,2001,HIV/AIDS,Chronic,9.97,2.71,7.28,36-60,Female,463064,93.66,2.07,1.32,Therapy,47403,No,97.44,73,9.22,44767,0.51,42.83
Mexico,2005,Asthma,Genetic,7.0,1.69,3.3,19-35,Male,411489,77.31,2.65,1.1,Surgery,18716,No,60.43,2187,0.16,80604,0.56,72.93
South Korea,2024,Polio,Chronic,7.7,11.77,6.21,19-35,Other,382185,82.58,4.8,8.81,Surgery,45281,No,85.45,633,1.81,5267,0.84,64.96
USA,2004,Cholera,Chronic,16.83,5.21,8.79,19-35,Male,847173,71.73,3.8,6.58,Therapy,32360,Yes,58.7,2386,7.19,96344,0.7,38.84
Japan,2022,Zika,Genetic,1.3,2.42,7.3,36-60,Female,168850,79.88,1.22,0.93,Medication,44126,No,72.22,2312,9.71,10023,0.58,55.65
Japan,2014,Diabetes,Neurological,3.21,4.82,7.62,61+,Other,475590,67.99,4.62,4.86,Therapy,13280,No,61.92,1220,9.76,87241,0.64,46.49
China,2004,Influenza,Parasitic,16.57,11.6,9.92,19-35,Female,57388,69.47,4.44,6.63,Surgery,12751,No,69.52,155,0.09,98096,0.66,83.29
Germany,2000,Hepatitis,Genetic,15.11,5.7,6.86,0-18,Female,496877,57.66,4.27,1.27,Surgery,46106,No,80.97,2698,1.73,7556,0.49,47.09
Brazil,2005,Zika,Chronic,17.06,4.47,5.71,61+,Male,964390,95.79,1.82,3.93,Therapy,5257,No,74.65,1410,3.98,54412,0.82,47.4
India,2002,Ebola,Genetic,0.39,1.24,6.52,61+,Other,804966,63.83,3.93,9.26,Surgery,42199,No,55.37,1274,6.12,32272,0.68,74.72
Turkey,2016,Parkinson's Disease,Genetic,10.43,11.48,3.58,61+,Female,373485,95.59,4.18,0.61,Medication,49509,No,71.23,2660,3.81,69278,0.41,45.49
Saudi Arabia,2017,Dengue,Neurological,13.17,9.76,0.74,19-35,Female,363410,50.67,1.59,8.59,Medication,37423,No,69.0,626,0.51,35294,0.43,83.28
UK,2008,Hypertension,Autoimmune,14.19,11.88,2.35,61+,Female,6092,98.86,3.1,7.96,Surgery,19824,No,77.34,2197,5.39,55040,0.61,83.56
Saudi Arabia,2018,Malaria,Respiratory,12.85,10.86,2.68,19-35,Male,737372,92.14,1.64,4.74,Surgery,8177,Yes,90.95,2368,6.74,3955,0.72,51.17
Saudi Arabia,2003,Asthma,Respiratory,5.49,11.65,2.62,19-35,Female,273707,98.66,3.84,0.98,Vaccination,28216,No,51.94,3160,9.35,2874,0.43,77.33
Turkey,2023,Hypertension,Neurological,3.21,4.36,0.78,0-18,Other,484623,68.33,3.97,6.0,Medication,36388,No,63.14,3688,0.59,31040,0.89,21.11
Turkey,2014,Measles,Genetic,11.74,6.9,2.73,36-60,Male,656088,86.44,1.52,1.03,Vaccination,32816,No,83.58,4278,3.4,68743,0.49,42.66
South Africa,2023,HIV/AIDS,Viral,4.05,2.03,4.02,36-60,Male,224545,97.3,3.54,1.2,Therapy,558,No,85.18,1482,3.72,56512,0.7,60.2
Argentina,2015,Cancer,Infectious,18.51,9.52,4.19,61+,Male,696396,87.4,3.27,6.19,Medication,4177,Yes,58.42,4046,7.97,96035,0.58,50.58
South Korea,2002,Influenza,Parasitic,14.65,12.74,7.42,36-60,Other,501023,82.52,1.15,7.38,Medication,313,No,52.16,1555,5.08,99978,0.75,69.04
Japan,2018,Alzheimer's Disease,Bacterial,13.85,13.22,5.42,61+,Male,392033,97.54,1.48,6.56,Therapy,41771,Yes,69.93,4382,2.84,13311,0.54,46.95
Saudi Arabia,2001,Tuberculosis,Genetic,2.13,13.69,8.61,0-18,Female,159226,64.01,1.47,1.27,Therapy,28091,Yes,58.44,4839,4.98,77372,0.6,23.88
South Africa,2022,Polio,Chronic,7.09,10.11,6.02,61+,Male,928646,62.13,3.69,5.32,Surgery,15643,Yes,78.13,4315,4.37,7083,0.87,27.27
South Africa,2015,Parkinson's Disease,Parasitic,16.29,7.41,2.11,36-60,Female,315228,99.65,2.98,1.89,Therapy,47448,Yes,56.08,3168,6.78,97306,0.69,67.11
Brazil,2006,Asthma,Autoimmune,3.88,0.15,8.07,36-60,Female,89063,56.82,3.62,5.97,Therapy,42289,No,98.21,1224,7.36,18818,0.45,51.3
China,2011,Influenza,Infectious,12.73,1.84,2.35,36-60,Other,604689,87.3,1.23,9.91,Medication,3418,Yes,69.97,1209,5.56,27057,0.59,34.72
USA,2003,Dengue,Neurological,11.33,3.35,5.84,0-18,Male,991196,75.58,0.56,5.55,Therapy,45170,No,68.23,2248,7.13,70179,0.68,28.25
Brazil,2023,Hepatitis,Infectious,18.53,3.31,2.76,0-18,Male,910876,67.67,2.76,8.22,Medication,42755,Yes,58.15,3238,6.23,29032,0.85,71.35
Russia,2024,Ebola,Parasitic,15.11,9.91,8.84,19-35,Male,760013,73.99,3.3,8.84,Vaccination,32607,Yes,86.67,2327,7.91,79415,0.44,40.75
Saudi Arabia,2017,Asthma,Infectious,17.59,2.74,2.58,0-18,Other,122071,65.66,4.51,8.87,Vaccination,6415,No,95.59,2834,5.39,43298,0.53,55.18
Germany,2016,Measles,Viral,16.65,2.69,2.72,61+,Female,943803,96.12,4.99,3.67,Vaccination,42055,No,97.1,545,0.52,64691,0.46,24.44
China,2009,Hypertension,Chronic,3.09,14.43,1.93,19-35,Female,79056,89.17,4.01,0.96,Therapy,21610,Yes,52.32,930,3.48,55063,0.74,38.58
UK,2024,Malaria,Cardiovascular,5.84,7.59,1.04,61+,Female,276815,75.4,2.73,0.78,Therapy,49197,Yes,72.96,4754,9.96,90010,0.62,69.38
Japan,2002,Measles,Neurological,0.52,13.23,2.71,0-18,Female,599761,62.46,2.19,6.96,Medication,18775,No,58.66,844,7.73,45525,0.51,39.04
Argentina,2019,Influenza,Autoimmune,15.54,5.53,3.21,36-60,Male,693115,94.93,4.89,3.94,Vaccination,22514,Yes,90.46,4540,5.1,4490,0.71,62.27
Russia,2002,Hepatitis,Chronic,17.81,0.23,5.33,0-18,Male,211454,51.32,4.6,9.69,Therapy,48904,Yes,97.97,632,7.64,44282,0.83,58.14
Indonesia,2003,Parkinson's Disease,Bacterial,16.57,6.72,0.53,36-60,Other,30589,55.07,1.42,2.92,Therapy,25833,No,61.77,1420,4.14,64457,0.6,52.67
USA,2017,Dengue,Cardiovascular,11.74,13.85,5.67,61+,Male,450670,84.94,4.66,1.14,Therapy,5169,Yes,74.7,1977,5.34,91208,0.78,58.09
Germany,2014,Diabetes,Metabolic,8.8,10.8,5.41,61+,Other,435827,92.82,1.42,1.0,Surgery,2490,Yes,66.11,4612,9.12,96850,0.65,52.38
South Korea,2002,Influenza,Infectious,3.49,0.56,8.4,61+,Other,654168,92.75,4.6,6.98,Vaccination,21296,No,72.7,2442,0.79,33019,0.47,46.85
Brazil,2007,Alzheimer's Disease,Parasitic,10.02,14.77,6.79,36-60,Other,921123,68.34,4.54,7.08,Vaccination,23264,Yes,58.76,1605,8.75,62823,0.76,75.9
Saudi Arabia,2023,Leprosy,Metabolic,9.88,8.2,4.72,0-18,Female,5833,93.07,3.26,8.31,Surgery,17591,No,67.78,1405,6.29,67866,0.85,36.08
Indonesia,2016,Zika,Viral,18.02,4.46,7.65,0-18,Female,948146,89.39,0.54,8.05,Therapy,39765,Yes,98.66,3666,9.83,55850,0.49,47.38
South Africa,2014,COVID-19,Genetic,3.22,4.74,0.39,61+,Other,592763,57.94,4.51,1.03,Vaccination,24776,Yes,81.61,1119,1.42,57967,0.48,44.05
Mexico,2006,Dengue,Parasitic,4.07,7.24,6.38,36-60,Other,305343,52.0,3.58,9.62,Medication,3091,Yes,66.44,174,8.26,10992,0.52,69.77
Indonesia,2015,Rabies,Viral,5.0,12.39,4.1,61+,Female,776123,58.39,4.2,0.7,Therapy,23750,No,78.07,286,0.14,74491,0.82,25.77
Italy,2018,Malaria,Genetic,10.93,2.88,9.49,36-60,Female,286903,71.65,3.42,2.49,Surgery,40908,No,65.14,4895,0.88,36057,0.79,88.09
China,2009,COVID-19,Autoimmune,18.73,2.69,0.57,0-18,Male,422335,79.18,4.66,4.07,Surgery,37282,Yes,76.26,193,5.09,99550,0.43,29.4
Nigeria,2006,Parkinson's Disease,Bacterial,7.02,12.51,4.67,19-35,Male,963254,74.1,0.6,1.37,Therapy,33878,No,84.82,1724,5.4,42640,0.89,85.05
France,2001,Zika,Metabolic,15.84,5.56,8.82,0-18,Male,372078,98.07,4.76,8.64,Medication,40451,No,51.73,1686,5.25,80478,0.68,47.66
Brazil,2016,Influenza,Parasitic,1.12,14.09,0.16,61+,Other,645459,52.21,0.61,6.46,Therapy,14343,No,88.25,1065,2.44,8906,0.66,27.59
UK,2005,Tuberculosis,Autoimmune,10.99,8.78,8.67,0-18,Male,60420,75.67,3.29,4.92,Surgery,39838,Yes,57.04,697,3.79,6304,0.63,84.13
Turkey,2017,Asthma,Bacterial,3.72,1.83,8.25,36-60,Other,950619,95.65,3.6,6.6,Surgery,38945,Yes,54.75,3770,7.55,52405,0.73,20.06
Argentina,2019,Ebola,Metabolic,1.06,5.93,5.54,0-18,Male,86791,85.88,1.04,3.49,Surgery,49335,Yes,71.15,2531,5.01,92092,0.59,65.34
Canada,2016,Alzheimer's Disease,Bacterial,1.64,6.25,4.98,0-18,Female,211378,58.54,1.68,2.11,Medication,48206,Yes,56.32,1771,8.98,19106,0.67,72.07
Mexico,2012,Leprosy,Cardiovascular,7.51,13.72,8.27,19-35,Male,865043,53.39,4.35,3.79,Surgery,31711,No,55.22,1004,4.09,35247,0.45,75.04
Germany,2024,Measles,Metabolic,2.11,6.97,1.76,61+,Male,185546,82.95,1.68,5.78,Vaccination,28257,Yes,50.24,1150,1.77,39171,0.84,51.92
Russia,2014,Rabies,Viral,16.17,3.78,7.68,19-35,Male,81022,82.77,2.12,1.24,Surgery,9082,No,68.1,4132,0.12,77406,0.48,68.31
Italy,2004,Rabies,Neurological,11.12,5.53,4.71,19-35,Male,120599,56.29,3.4,1.99,Surgery,46951,No,80.44,1075,8.37,23875,0.59,85.79
Indonesia,2011,Malaria,Autoimmune,1.42,5.62,4.14,0-18,Other,123788,74.93,3.42,0.59,Vaccination,19396,Yes,60.47,4503,0.95,54798,0.79,66.56
Russia,2003,Zika,Respiratory,2.43,9.95,4.48,19-35,Other,188558,92.93,1.79,5.66,Surgery,45103,No,71.3,3389,3.94,52052,0.49,59.43
China,2016,Leprosy,Cardiovascular,10.36,8.51,2.22,19-35,Female,659219,56.83,4.89,8.7,Medication,36590,No,62.6,440,0.75,75686,0.66,43.77
South Africa,2024,Hepatitis,Bacterial,1.61,4.87,3.71,0-18,Male,664095,92.74,1.48,8.29,Medication,18251,No,98.34,4273,0.45,36923,0.51,37.15
South Korea,2009,Measles,Neurological,4.33,11.3,4.8,36-60,Female,469856,54.67,2.59,2.83,Therapy,45936,No,97.94,3081,6.56,59787,0.47,88.52
Japan,2004,Asthma,Genetic,9.39,3.09,0.81,19-35,Male,852859,99.35,1.75,4.71,Medication,43028,Yes,55.81,3053,3.04,31856,0.78,46.71
Canada,2018,Diabetes,Parasitic,18.3,6.76,7.18,19-35,Other,508718,60.27,3.65,1.82,Therapy,8451,Yes,84.15,2858,0.27,38781,0.73,72.68
China,2009,Zika,Respiratory,4.59,2.64,9.6,36-60,Female,400410,53.55,1.08,6.45,Surgery,27098,Yes,91.56,2124,4.44,89880,0.57,50.47
Brazil,2016,Ebola,Metabolic,9.36,8.26,2.68,19-35,Other,505463,53.28,2.83,3.75,Surgery,33791,Yes,68.73,3516,4.98,30146,0.53,34.5
Nigeria,2019,Ebola,Chronic,11.45,11.52,6.25,36-60,Female,41899,74.95,3.72,6.01,Therapy,13534,Yes,50.93,4767,8.74,23460,0.42,42.39
Germany,2002,Cancer,Genetic,16.99,14.38,6.3,36-60,Female,558686,93.9,1.15,7.08,Therapy,7800,Yes,74.34,4509,9.36,32020,0.57,25.35
Turkey,2002,Ebola,Autoimmune,1.3,5.78,6.17,36-60,Male,599285,91.66,2.0,4.59,Vaccination,36890,No,54.19,2157,8.97,51721,0.58,80.48
South Africa,2020,HIV/AIDS,Genetic,13.4,7.31,7.79,61+,Other,226645,75.61,0.5,8.44,Vaccination,2568,Yes,95.55,4753,8.16,19001,0.48,28.79
Canada,2001,Diabetes,Respiratory,8.49,12.83,6.36,36-60,Male,509427,72.95,1.1,5.32,Medication,32552,Yes,83.69,838,4.33,97329,0.57,21.34
Japan,2010,Influenza,Infectious,18.23,4.31,5.0,19-35,Female,617590,55.51,2.99,10.0,Vaccination,19122,No,73.29,1277,5.98,65232,0.56,61.75
South Africa,2010,Measles,Infectious,13.59,12.41,8.58,19-35,Other,533364,68.97,1.86,2.78,Surgery,45176,No,54.96,4383,2.19,70520,0.69,73.52
China,2019,Leprosy,Bacterial,11.68,6.7,8.2,61+,Male,518482,81.96,3.72,8.83,Medication,48713,Yes,50.19,176,8.72,12727,0.76,57.1
Mexico,2008,Diabetes,Infectious,10.22,13.42,9.52,36-60,Male,162338,64.75,4.3,1.74,Surgery,45923,No,66.91,1944,3.55,59481,0.54,81.0
Indonesia,2021,Cholera,Viral,4.84,1.03,7.41,19-35,Male,360776,55.81,4.18,9.27,Vaccination,9546,Yes,83.64,2731,8.13,73882,0.57,27.86
Canada,2003,Tuberculosis,Viral,1.17,6.91,2.55,61+,Other,79525,84.37,0.98,6.71,Surgery,25327,No,59.19,462,3.1,97583,0.52,72.79
Turkey,2002,Influenza,Autoimmune,11.09,0.28,9.55,36-60,Male,599985,54.31,0.99,3.14,Vaccination,49600,Yes,68.86,3875,1.21,31713,0.53,40.83
UK,2017,Parkinson's Disease,Chronic,3.93,13.07,2.06,0-18,Male,694783,86.48,4.71,1.45,Surgery,36598,Yes,80.15,1618,0.36,25700,0.57,61.24
Indonesia,2004,Influenza,Respiratory,3.95,5.64,7.18,19-35,Male,955992,63.53,4.17,1.87,Vaccination,46898,Yes,89.13,1354,9.44,50899,0.56,89.29
Germany,2007,Malaria,Autoimmune,15.38,4.56,5.76,0-18,Female,720270,59.33,4.88,5.15,Vaccination,48327,No,57.27,207,4.01,78871,0.64,20.28
Argentina,2008,Rabies,Respiratory,6.44,2.57,5.52,36-60,Female,907655,83.4,3.19,2.27,Vaccination,41137,No,92.25,1442,3.59,28150,0.79,34.86
Mexico,2001,Hypertension,Autoimmune,2.91,6.92,6.49,61+,Male,101613,78.47,4.7,3.53,Surgery,6721,No,62.99,2938,5.69,80934,0.47,46.17
South Africa,2003,HIV/AIDS,Parasitic,6.42,5.35,9.63,0-18,Female,309650,55.99,2.49,6.52,Medication,24898,Yes,51.36,2994,0.14,73251,0.41,30.57
Canada,2017,Dengue,Metabolic,13.47,1.71,8.65,36-60,Female,314993,86.56,1.37,4.27,Surgery,48954,No,88.57,2453,5.05,3289,0.67,24.2
Nigeria,2021,Ebola,Autoimmune,18.87,1.56,2.22,0-18,Female,279086,77.69,1.78,2.19,Therapy,28339,Yes,62.07,3525,9.8,33929,0.66,59.61
Japan,2017,Malaria,Respiratory,14.59,10.45,5.59,61+,Female,520979,53.34,4.99,7.4,Vaccination,29111,Yes,83.91,3640,0.17,53915,0.46,43.92
China,2012,HIV/AIDS,Parasitic,17.88,14.16,2.12,0-18,Other,956016,63.56,4.59,4.85,Therapy,15233,No,81.39,2524,9.74,60736,0.56,63.75
Saudi Arabia,2024,Alzheimer's Disease,Viral,9.62,7.24,4.9,0-18,Female,611562,77.57,1.88,8.01,Vaccination,47294,No,50.55,48,4.87,93768,0.83,50.91
India,2007,Dengue,Genetic,3.78,2.99,3.44,36-60,Female,913554,58.45,3.2,8.71,Therapy,20538,No,89.88,1436,2.54,95684,0.61,84.66
USA,2006,Polio,Cardiovascular,18.29,3.19,2.6,19-35,Other,242611,55.02,2.03,8.62,Therapy,8119,Yes,83.55,1340,8.95,78164,0.46,81.61
Indonesia,2019,Leprosy,Metabolic,16.43,13.09,1.92,19-35,Female,78591,91.18,3.54,2.69,Vaccination,47991,Yes,68.72,1802,4.8,26137,0.68,26.67
Russia,2020,Ebola,Viral,16.22,9.49,6.0,61+,Female,35946,53.28,3.34,2.19,Medication,17359,Yes,84.88,4029,7.54,72347,0.72,82.93
South Korea,2007,Parkinson's Disease,Respiratory,17.77,14.71,6.26,19-35,Male,43105,57.41,4.65,1.84,Surgery,46992,No,56.04,1509,2.22,23487,0.71,67.09
China,2024,Ebola,Autoimmune,7.0,1.21,6.28,19-35,Male,228654,51.95,4.59,9.76,Vaccination,37354,Yes,62.82,3422,7.76,51589,0.86,28.46
Turkey,2007,Influenza,Cardiovascular,16.31,1.36,9.71,0-18,Other,659008,66.64,3.99,6.5,Therapy,22274,Yes,75.46,2177,3.69,33692,0.46,31.86
South Africa,2018,Measles,Respiratory,9.64,0.91,0.35,19-35,Male,309321,52.64,1.37,7.83,Surgery,21274,Yes,57.17,4538,7.13,3997,0.87,74.01
France,2019,Influenza,Cardiovascular,7.89,9.23,9.45,61+,Female,231213,59.66,3.38,2.12,Therapy,908,Yes,93.85,751,9.74,98857,0.83,74.71
Germany,2001,Influenza,Respiratory,7.4,0.58,9.26,61+,Male,742643,86.73,4.98,2.3,Therapy,14167,No,96.18,4645,4.65,6216,0.69,61.7
Argentina,2008,Parkinson's Disease,Chronic,9.7,9.69,6.69,36-60,Other,409310,77.53,1.01,1.91,Therapy,12233,Yes,61.45,1085,5.29,15172,0.84,40.05
China,2003,Measles,Respiratory,3.77,2.37,7.59,61+,Female,713459,63.81,2.33,3.33,Therapy,16127,Yes,79.43,972,4.17,51773,0.85,53.64
Saudi Arabia,2019,Alzheimer's Disease,Autoimmune,9.47,10.91,7.4,0-18,Female,769173,92.32,1.52,2.64,Medication,25180,Yes,94.27,4443,4.89,47760,0.61,76.41
Brazil,2003,Influenza,Genetic,13.97,1.68,4.05,0-18,Female,419754,74.2,3.59,4.76,Surgery,46976,No,96.3,3291,7.55,61400,0.41,51.72
Nigeria,2005,Cancer,Chronic,7.91,12.21,4.04,36-60,Male,930980,76.86,1.58,5.57,Therapy,43765,No,76.39,4035,6.77,70154,0.75,55.65
Germany,2011,Parkinson's Disease,Neurological,1.33,5.53,2.81,36-60,Female,820358,89.88,4.43,9.77,Vaccination,8710,Yes,91.93,468,6.19,5305,0.42,45.3
Australia,2013,Hepatitis,Neurological,7.48,11.68,6.38,19-35,Female,611425,59.93,2.14,2.65,Medication,25478,No,95.72,1595,3.75,1947,0.67,33.48
UK,2017,Dengue,Neurological,18.76,4.96,8.39,61+,Other,831193,55.56,2.58,2.01,Vaccination,48214,Yes,96.98,1816,4.34,70563,0.54,71.86
India,2015,Tuberculosis,Infectious,8.29,0.2,7.84,19-35,Female,774676,85.74,2.94,8.68,Surgery,47696,No,74.12,3126,8.2,23070,0.55,78.88
Russia,2022,COVID-19,Neurological,1.95,9.7,5.44,61+,Male,180517,77.11,1.33,3.9,Vaccination,39089,Yes,69.08,3693,4.58,3238,0.88,43.27
Mexico,2023,Diabetes,Infectious,5.17,11.3,9.4,19-35,Female,360984,86.88,4.47,2.78,Vaccination,42822,Yes,55.36,2267,4.22,10527,0.59,50.21
Russia,2007,Influenza,Parasitic,6.86,9.42,1.86,19-35,Other,121259,99.42,3.65,4.16,Vaccination,19883,No,73.7,2323,0.19,89865,0.51,44.65
Italy,2023,Zika,Genetic,9.74,14.3,7.77,0-18,Other,829452,93.83,3.26,7.18,Surgery,19519,No,75.61,45,8.78,22783,0.77,40.66
Saudi Arabia,2021,Cancer,Infectious,2.77,13.57,6.32,0-18,Male,718842,90.18,1.27,9.11,Medication,4378,Yes,50.77,1587,4.24,65074,0.77,89.16
USA,2017,COVID-19,Bacterial,7.82,14.03,2.92,0-18,Male,262923,63.22,2.96,2.49,Medication,21622,Yes,80.57,1899,1.06,65255,0.65,82.82
Nigeria,2000,Diabetes,Metabolic,17.21,13.91,3.8,19-35,Female,187165,57.79,3.72,5.2,Surgery,47271,No,83.48,4600,7.82,57211,0.8,31.65
Germany,2009,Rabies,Chronic,13.35,1.48,1.25,61+,Female,585991,68.41,0.62,9.31,Surgery,23745,Yes,88.58,3064,4.49,12941,0.75,70.39
Nigeria,2014,Hepatitis,Autoimmune,1.5,12.55,3.86,0-18,Female,300853,81.82,4.72,9.08,Surgery,16174,No,91.74,3629,9.48,21907,0.89,84.76
China,2006,COVID-19,Viral,3.2,13.95,5.02,61+,Other,273299,78.33,0.98,6.33,Vaccination,25399,No,63.47,1102,4.83,16128,0.74,40.5
South Africa,2008,Alzheimer's Disease,Chronic,14.91,8.1,6.24,0-18,Female,284419,68.21,1.69,5.77,Surgery,9376,No,56.39,4086,7.74,75695,0.71,51.71
Saudi Arabia,2004,Dengue,Bacterial,4.73,1.8,3.36,61+,Female,694580,89.25,2.92,9.45,Vaccination,28991,Yes,64.83,1084,6.3,44131,0.82,35.85
Argentina,2012,Diabetes,Parasitic,15.26,3.18,5.46,19-35,Male,13322,94.96,0.97,6.44,Vaccination,22898,No,76.55,1359,0.52,42932,0.66,42.4
South Korea,2002,Cancer,Parasitic,5.76,3.52,1.22,0-18,Male,535956,80.69,3.43,7.35,Therapy,39339,Yes,60.94,1170,8.56,39157,0.65,63.1
France,2007,Leprosy,Cardiovascular,0.59,6.25,7.73,36-60,Female,521505,92.74,3.17,7.68,Vaccination,9496,No,92.65,4191,0.56,9919,0.55,32.77
Indonesia,2019,Tuberculosis,Genetic,13.4,11.98,3.16,0-18,Male,248447,64.73,2.72,6.58,Vaccination,49453,No,58.22,3825,3.78,39298,0.42,47.41
Canada,2022,Measles,Cardiovascular,6.07,9.7,8.37,0-18,Other,67428,95.54,2.93,6.18,Therapy,49602,Yes,92.58,3871,6.66,38529,0.76,55.83
Canada,2009,Measles,Metabolic,16.19,8.93,4.81,19-35,Female,121212,91.83,1.19,7.75,Surgery,30188,No,70.07,3163,4.47,73203,0.41,73.28
China,2005,Hepatitis,Cardiovascular,11.03,11.14,7.39,19-35,Other,2145,87.11,4.0,9.47,Medication,7201,Yes,92.11,99,3.72,72866,0.5,69.97
USA,2015,Malaria,Neurological,3.66,3.34,3.32,61+,Male,463911,88.33,2.41,6.02,Vaccination,47838,No,52.92,1797,8.97,5370,0.68,40.42
Turkey,2015,Cholera,Viral,19.77,2.96,3.3,61+,Male,231910,64.79,3.72,5.84,Medication,27132,Yes,73.25,3624,5.57,61777,0.71,53.47
Turkey,2007,Malaria,Infectious,8.25,5.43,6.25,61+,Female,573823,99.85,4.14,8.48,Medication,23953,Yes,52.25,1464,0.29,95385,0.7,33.69
France,2010,Hepatitis,Autoimmune,2.34,14.94,4.03,36-60,Male,73072,53.69,1.09,6.49,Therapy,4320,Yes,74.75,3534,3.32,93278,0.76,35.08
Canada,2003,Ebola,Infectious,17.29,9.17,4.05,0-18,Other,711553,62.54,1.04,9.23,Surgery,27099,Yes,65.21,4657,9.15,70443,0.84,39.7
China,2021,Measles,Cardiovascular,8.33,12.64,2.78,19-35,Female,245544,70.92,1.3,5.87,Therapy,3980,No,68.77,2368,6.88,85787,0.48,59.31
Germany,2007,Influenza,Bacterial,10.35,5.38,3.12,0-18,Other,20743,53.26,4.25,4.41,Therapy,27680,No,80.48,3236,3.48,19808,0.55,50.36
France,2011,Polio,Metabolic,4.58,2.97,4.81,0-18,Male,595191,90.95,1.4,9.04,Medication,34231,No,52.86,1534,0.5,17293,0.85,42.91
Argentina,2013,Zika,Parasitic,3.3,0.36,1.94,0-18,Other,886513,89.08,0.71,1.4,Vaccination,12538,No,68.92,4497,9.84,51187,0.64,78.81
UK,2005,Cancer,Genetic,9.31,7.4,1.98,36-60,Male,672741,53.16,1.61,5.7,Medication,19870,No,86.42,4506,1.0,20186,0.57,76.93
Indonesia,2012,Dengue,Neurological,15.44,14.03,9.47,61+,Female,791649,78.73,1.95,7.17,Surgery,20668,Yes,60.21,2132,4.54,65021,0.81,33.9
China,2024,Parkinson's Disease,Autoimmune,8.78,4.47,4.03,61+,Female,434675,53.05,4.14,2.65,Medication,14630,Yes,78.3,1833,0.46,95812,0.5,39.1
South Africa,2013,Cholera,Neurological,5.21,8.7,3.04,0-18,Female,290848,67.14,3.04,8.35,Surgery,41982,Yes,78.52,1074,4.57,9371,0.79,73.07
Turkey,2000,Malaria,Autoimmune,5.51,1.91,6.36,19-35,Other,843514,94.15,4.5,9.97,Vaccination,33435,No,55.85,417,4.08,73845,0.9,72.77
Japan,2003,Parkinson's Disease,Cardiovascular,6.36,5.89,4.6,61+,Male,238488,84.64,0.88,6.31,Therapy,31478,Yes,75.36,363,1.52,59857,0.66,55.72
UK,2020,Dengue,Autoimmune,6.42,6.25,4.45,61+,Other,511379,61.21,1.72,5.48,Surgery,15521,Yes,85.67,4744,0.68,79895,0.48,83.9
Canada,2021,Polio,Chronic,13.93,4.74,3.6,36-60,Male,978241,71.1,2.66,0.93,Therapy,31320,Yes,75.83,2708,7.56,83402,0.48,20.49
South Africa,2005,Dengue,Infectious,8.39,11.1,7.04,0-18,Other,461285,70.85,4.9,4.02,Therapy,10700,No,69.06,2857,6.46,8346,0.73,55.53
Italy,2020,Cholera,Viral,4.54,13.19,6.37,61+,Other,465974,94.05,3.86,5.6,Medication,8505,Yes,77.88,4067,7.94,61212,0.78,24.17
Turkey,2006,Cancer,Infectious,5.69,8.98,9.65,61+,Other,361422,95.77,0.96,7.99,Surgery,47286,No,69.61,3873,4.81,74595,0.44,27.45
Germany,2018,Leprosy,Respiratory,3.99,7.88,2.76,0-18,Male,292480,72.21,2.01,3.67,Vaccination,16161,No,81.73,2042,7.77,36836,0.81,30.96
Australia,2021,Measles,Cardiovascular,16.55,5.33,5.66,36-60,Female,263965,88.11,4.87,1.48,Medication,2928,Yes,69.28,3148,3.12,22453,0.73,24.14
Turkey,2014,COVID-19,Metabolic,8.91,13.54,9.79,0-18,Other,951449,99.09,4.29,9.06,Medication,34117,No,90.04,1431,9.98,6845,0.6,31.0
Mexico,2014,Leprosy,Neurological,10.77,4.03,9.42,0-18,Female,687817,81.58,2.78,8.88,Therapy,19008,Yes,78.69,172,8.56,70286,0.78,83.68
